,店舗名,口コミ
0,うなぎの大場,久しぶり美味しいうなぎが食べたくって那珂川のうなぎの大場さんに行ってきましたo(^▽^)oうなぎは久しぶりにちゃんとした場所に行きました某有名チェーンのうなぎとかしか最近食べることくらいしかなくなってきましたよね笑わくわくしながら、ウナギがでてくるのを待っていました。店内の雰囲気は落ち着いており、友人とゆっくり話すことができました。ついにウナギの登場です、、、うなぎって、こんなに美味しかったんですね（＾ｕ＾）うなぎはふっくらとしており、味がタレですかねー絶妙でした！！普段食べているスーパーのうなぎとかと比べられんですね笑雰囲気は落ち付いた雰囲気をだしていて親しみやすい感じで、座敷もあるのでお子さんがいらっしゃる、奥様もいいですし、また私のようなリーマンにもオススメできます。味、私が食べたうなぎの中で五本の指に入る美味しさです（＾－＾）ふっくら、皮やにおいがダメという方がいらっしゃるとおもいますが、全然そんなことありませんでした。ふっくら、しっとり、焼き方がいいのか、タレがいいのかわかりませんがリピート決定（＾ｕ＾）
0,うなぎの大場,この日は那珂川に用事があり来てました。途中、こちらを発見したので寄ってみます♪メニューにはちゃんとせいろ蒸し(*^^*)もちろんせいろ蒸しを注文～！♪そして15分。せいろ蒸しが運ばれてきました～()いただきます(≧▽≦)うん！身が痩せてんな～www脂身も少なく、少し鰻自体はチャチ～かな～でも、味付けがとてもいい(*´∀｀)甘めの濃いめで、好みでした鰻せいろ蒸しが1700円骨せんべいと肝吸いもちゃんとついてこの価格(^ム^)リーズナブルなのは素晴らしいですね♪ごちそうさまでした！こんど輩共を連れて鰻を食べる機会があれば使うと思われます（笑）
0,うなぎの大場,那珂川町にあるうなぎのお店です。セブンイレブンの前にあります。せいろ蒸し１６００円を頂きました。誰がかなり甘めです。うなぎのボリュームも十分で満足感がありました。価格を考えれば十分な味とボリュームでおすすめできます。
0,うなぎの大場,"筑紫郡那珂川町うなぎの大場さんお昼時に伺いましたメニューはうな重せいろむしうなぎ丼かば焼き塩焼きテイクアウトもOK二人前から出前もOKこの日の僕は、うなぎ丼お新香と肝吸い付きご飯には、大量のタレが最初から和えてありますのでかなり甘いです最初からご飯に大量のタレを和えてるうな丼以前何処かで食べたことがあります何処かの地方では、コレが定番なのでしょうか？誰か知ってる方が居たら教えていただきたい＾＾僕には、甘すぎましたうなぎの大場福岡県筑紫郡那珂川町道善１－２０９２－９５２－５９７６１１：００～２１：００不定休<p><ahref="""
0,うなぎの大場,久しぶりに行きました。値上がり…というよりは、うなぎが少なくなったと感じました。前は並でももうちょっとあったような？４切れはちょっとさみしいですねー。価格も安いんですけどね。まあでもあまりお腹が空いてなかったので、並でも十分お腹いっぱいで満足しました。肝吸いもついてるし。昔はもっと皮がパリっとしていたと思うのですが、今日のは炭火で香ばしいものの、パリっと感はありませんでした。私はあんまりしんなりしすぎてないのが好みなのですが。。。でもお味は変わらずよかったです。生臭さもなく、脂も適度。骨もないし。（中州の某店はパリっとしてるけど骨が気になるんですよねー。）下手な店でうなぎを食べるとほんと後悔しますからねー；；ここの白焼きも好きなのですが、今回は頂きませんでした。（名前が塩焼きに変わってました）次の機会には食べようと思います。
0,すみ田,"福岡県、特に柳川市の名物グルメである『鰻のせいろ蒸し』。タレで味付けしたご飯に鰻の蒲焼きをのせ、蒸しあげたものです。こちらのお店では、鰻の代わりに牛肉をのせた『牛肉のせいろ蒸し』を楽しめます。決して「ウナギは高くて食べられない」負け惜しみではなく(笑)、「ウナギじゃなくてもいいんじゃね」と思える美味しい『牛肉のせいろ蒸し』です。この日は別のお店に行く予定でしたが、通りすがりに『肉うどん』の幟を発見！肉うどんがウリなのかなー。と思ったら、ウナギがウリらしい。店頭のショーケースには、せいろ蒸しやうな重の見本があります。でも、うどんや蕎麦、丼メニューも色々あって、出前もする、近所にあったら便利なお店のようです。昔ながらの佇まいに、昔ながらの間取りの店内。テーブル席と掘り炬燵式の小上がりがあります。しばらく、うなぎのせいろ蒸しを食べてないなぁ。でもでも、ウナギは食べたいけど高くて、私のランチマネーではムリ！でも、ダイジョーブだよ、のびた君！ウナギが高ければ、『牛肉のせいろ蒸し』1,080円を食べればいいじゃない♪究極「うな抜きうな重か？！」と思える『うなぎたれめし』小200円もあります(笑)。うどん+うなぎたれめしの組み合わせも思い浮かびましたが、今回は、牛肉のせいろ蒸しにしました。せいろ蒸しは蒸し時間がかかるので、15～20分位待ちました。わお♪まさにせいろ蒸しやん♪牛丼みたいに見えますが、牛肉のせいろ蒸しです。ウナギのせいろ蒸しにお約束の錦糸卵もパラパラありますし。牛肉らしいしっかりとした風味と程良い味付け。そして、お肉の下にはウナギ用のタレで味付けされたご飯。牛せいろ蒸しをオカズに白ご飯がイケてしまいそうな甘濃い味です。快楽的な味わいに、じゃんじゃん掘り進めていきます。名古屋名物の『鰻のひつまぶし』に近年ウナギ以外のバージョン(例：とりまぶし)があるようにお肉のせいろ蒸しもありですね。もっと流行ってほしいなぁ♪卓上には、七味と小袋の山椒粉が置いてあります。七味は合いますが、ウナギ用の山椒粉はビミョーに合わない感じ。『牛肉のせいろ蒸し』に合うのは、酢醤油(ポン酢？)です。途中、甘濃い味に飽きて味変したい時にかけると、あらサッパリ♪爽やかモードになります。お店の方によると女性ウケするそうですよ。せいろ蒸しには、お吸い物と香の物も付いています。うなぎのせいろ蒸しにはきも吸いですが、こちらはカマボコとワカメ入りでした。ごちそうさまでした♪他にもメニューが色々ありますし、出前も人気のようでした。うどん・そば+うなぎたれめしもアリだし、チーズカツ丼も美味しそうです。お酒やおつまみメニューもあるので、昼飲みや夕方早い時間の晩酌も出来るようです。※要確認【店名】すみ田【住所】福岡県福岡市城南区鳥飼6-15-24【営業】11:00～20:00※要確認【定休】木曜日(祝日の場合は翌日)※要確認※地下鉄・別府駅より車で2分。※他に長住店もあります。メニューなど画像多めのブログ記事♪【博多おんな節。】【福岡】ウナギじゃなくてもイイ！牛せいろ蒸し♪＠すみ田http://hakata.livedoor.biz/archives/2148349.html"
0,すみ田,"社宅の周辺で、何やら某ミュージシャンのライブがあるようで、駅周辺には同じようなTシャツを着たファンがぞろぞろうろうろ…どこに行っても騒がしそう(-_-)だったので、駅と反対方向に歩いてランチのお店を探索。14時近くだったので、ランチをやってる店も閉まりかけ…で、たまたま見つけたのが『すみ田』さん。鰻の店のようでしたが、特にそんな気分ではなかったのですが、他にもメニューがあるようだったので入店。先客はなし、店員さんもいない…笑一声かけると、奥から気の良さそうなおばあちゃまが。注文したのは『牛のせいろ蒸し』1,080円と瓶ビール500円を注文。ちょっと時間かかりますよ、と。たしかに注文から20分以上はかかったかな(^^;ただまあ、伺った時間が時間だったし、何よりおばあちゃまが作ってくださるわけですし。そして料理が出てくるのと一緒に、おばあちゃまも近くの席で休憩（笑）テレビを見ながら一緒に談笑しつつの食事、料理もさることながら、なんだかとてもホッコリする時間でした。※某ミュージシャンの“おかげ”で良い時間が過ごせました笑そろそろ福岡出張が終了のため、次にいつ来れるか分かりませんが、機会があった際はまた伺いたいと思います。ご馳走さまでした☆"
0,すみ田,先日、大濠の主「涼麺爆喰尊画伯守」に面通しさせて戴いた折中洲の川面に面する鰻館にて食した鰻丼を見て、思わず呟かれたとかw我と来て鰻が見えぬ特うな丼(字余り)舌代は2581だったとか、、、ボンビーな人間はもう鰻を食べられないのかもしれない。そう思った僕は、今年の土用の鰻を諦めていた。ところが、7/22だったか先週のウィークデイ警固のサニーの弁当総菜コーナーをブラブラしていたら鰻重弁当990に30%引きのラベルが付いているのを発見！今年はこれが最初で最後の鰻だと思ってメゾンドキャットで猫に見つからぬよう用心深く食した。やっぱり中国産と判っていても鰻はウナギ(謎)イワシの蒲焼き丼よりは美味いよ(哀)翌週、飼い猫の事でイロイロあったけど何とか普段通りの週末がやってくる。食べログのネタ探しで、先日訪ねたすみ田@長住の支店が鳥飼にあるのでいつものように買い物が一段落した処で訪ねてみた。すみ田は、そばうどん丼物の店ではあるが、もう1枚の看板は鰻(´･Д･)」すみ田@長住で、品書きを確認しており、うな丼かセイロ蒸しなら何とか手が届くかなと思っていたのだ。お店の暖簾をくぐると客は誰も居らん(･_･;ご主人も出前で配達に行かれてるようで奥様らしき方にうな丼(1200)を注文。店の品書きを見ると、すみ田@長住店と微妙にメニュウが異なる。10分ほど経った頃、うな丼が出来上がり運ばれてきた。恭しく、すみ田の文字入りの蓋付きの漆の丼に入ってきた。さあ、今年お店で食べる初めての鰻・・・蓋を開くとメシの海我オドロキス初うなぎ(たば亭)2015年盛夏。庶民の手が届くうな丼はかくもありき(哀)でも来年はもっと小さくなるのかもしれないと思うと謹んで頂きました・・・これはお店のせいでも何でもないけど、鰻の稚魚の高騰で鰻屋さんが本当に大変なんだと思い知る事ができた。僕は、こと食に関してはウルトラコンサバな人間なのでSushiとかUnagi、Tenpura等、日本の伝統的な和食文化を商業ベースでイタズラに海外輸出して欲しくない非常に了見の狭い男である(汗)鰻もファストフードやスーパーで大量に取り扱われてるが為にこういう結果になってしまったのでは無いかなとも思ったり・・さておき、それでも、うな丼を食べ終えたら、また食べたくなった(苦笑)今年の夏は土用の日が2度あるので、来週もう1度食べようかな(;^_^A今度はヨシギューのW乗せ(^_^;)ごちそうさまでした。
0,すみ田,うなぎが食べたいけど、近場で済ませたい…というときに見つけたこちらのお店。近くはよく車で通るけど全然気づかなかった。創業43年。店内もなかなか年季が入っています＾＾11：30頃行ったら先客はなし。出前の準備で忙しそうなとても感じのいい店主が迎えてくれました。メニューに”お得”と書いていたのでそれに誘われてせいろ蒸し(1200円）をお願いしました。12：00になると席はお客さんで埋まっていき、満席に。ほとんどが常連さんや近くの工事現場のお兄さんみたい。30分くらいしてせいろ蒸しが運ばれてきました。蓋をあけると思ったよりうなぎ小さい(ﾟДﾟ)この値段だし国産うなぎ高いもんね…ちょっと盛り付けも豪快（笑）うなぎはあっさりしているけどごはんはしっかりタレがしみていておいしかった。うどんやどんぶりメニューも豊富なので食べてみたい。近くなら出前もOK。地元に愛されているお店という感じでした(*^^)新メニューのチーズかつ丼…気になります
0,すみ田,"最近は休日ランチに出ることも少なくなりましたが、今日は久しぶりに車であちこちウロウロしているうちに、城南区の鳥飼で「鹿児島産うなぎ」の看板を発見！そう言えば昨日は土用の丑の日だったし、ずっとうなぎを食べてないなぁ・・・ってことで、お店の前にある駐車場に車を停めて入ってみました。店内に入ると、年配のお母さんが目配り気配りしながら対応してくれ、聞けばお店は創業40年とのことで、先代の大将が亡くなった後、今は息子さんが跡を継いで頑張っているようです。ガッツリと3,400円の「うな重」でもいきたいところですが、1,400円でとてもお得そうな限定15食の「うなぎのせいろ蒸しと茶碗蒸しのセット（肝吸い付）」がまだ大丈夫とのことだったので、こちらを注文しました。どんぶりやうどん、そばも豊富に用意されています。なかなか歴史を感じる器で出されます。蓋を取って、いただきます若大将が、「うなぎのタレが足りなかったら持ってきますので言ってくださいね。」と声をかけてくれますが、たしかにちょっと薄味そうに見えます^^;でも、タレのしみたご飯と一緒に食べると、うなぎがそれほど厚みがないだけに、ちょうど良いバランスでうなぎの旨みを味わえ、なかなか美味しかったです。茶碗蒸しも、しっかりといいダシが出ていて、プリプリの大海老も入っていて、とても美味しかったです。特に最近はうなぎの値段が高騰しているだけに、うなぎ自体のボリュームは少なめですが、この値段で手軽にせいろ蒸しのセットが楽しめるのは、とても有難いですね～"
0,すみ田,平日の午後3時頃訪店、先客は1組ん？ご主人たちが食事中後客も無し。先にスーパーでお買い物してチェックしていたお店様に。先日有名レビュアーが上げてありましたが面白いものがあるとBM、ついでにと。うなぎたれめし小と肉うどんお願いします。10分くらいで配膳ご飯タレが足りなければ足しますよーとご主人ですが全体にかかっていたのでお断りします。うなぎのエキスがいい匂いがしてご飯は進むが益々うなぎが食べたくなり逆効果カモ、うどんもいただきます平打の太麺柔いですがモチモチ感も結構あって中々美味しい。スープはお肉の甘味が流れて甘目のお味、バランスもいいたっぷり入ってますが矢張り完飲はできません。食べ終わり頃少しお母様とお話ししているとうなぎたれめし、最近のメニューらしい2人でうなぎ高いからねー頷きあいます。また今度はお昼に来ますねお御馳走様でしたー。
0,千十,九州の柳川を見てみたいと思い、あいにくの雨、せっかくなので、柳川のうなぎせいろ蒸しを食べたかったので、こちらのお店に伺いました。柳川から少し離れた所にあります。雨ですが、近辺は賑わっていました。私たちは家族で利用したので、うなぎせいろ蒸し２２００円・松花堂弁当１０８０円・てんぷら刺身定食１０８０円などを注文。連れの実家が九州ということもあり、うなぎせいろ蒸しは味が濃いからおすすめしないと九州民に言われました。でもせっかく九州来たから食べたいじゃないですか？そんな地元民の声を押し切って注文したうなぎのせいろ蒸しのお味は・・・うなぎせいろ蒸しうん！うまい！味が甘めのタレで錦糸卵も乗っているので、美味しいです！周りの地元民に聞いたら昔より味が薄くなっているので美味しいとのこと！こちらの店が！かもしれませんが、また食べたいと思わせる味でした！東京にはない味ですね！うなぎが蒸されているので身が柔らかいですね！総評として、サービス時はお得です。ランチに行くことをおすすめします。柳川を船で今度は乗った際によりたいと思います。
0,千十,8月6日、夜7時くらいに7人でお邪魔しました。店内に入ると、広い座敷になっており、先客はいませんでした。まず、柳川といえば、うなぎのせいろむしですが、こちらは、松竹梅などランク付け、まあ量や質の違いはなく、せいろむしという形で2.200円一本です。味は他店から比べると、甘いという表現をされている方がいらっしゃいましたが、甘くて濃いのは近所の老舗の方かと思います。むしろこの店は、お子様にはとても良い薄味の飽きのこない味で、うちの娘はうまいうまいとばくばく食べていました。ご飯自体に味があるのがこの柳川せいろむしの特徴ですから、私も他店と食べ比べましたが、この店の味は後から印象が残りました。後からとは、その後に他店と食べ比べてからという意味です。また、お酒も豊富、つまみも豊富、お子様に良いのは、アイスの数がたくさんありますよ。料理の待ち時間は15分から20分。接客は良いほうです。ゆっくり配膳されるお婆ちゃんがおりますが、別に問題なくでした。ご馳走さまでした。機会がありましたらまたまいります。
0,千十,福岡旅行中、急遽、柳川に行くことになった。西鉄で５０分弱、予定より早く着き、プチ観光ちょうど、柳川雛祭り「さげもんめぐり」という祭りの最中ということもあって平日にも係わらず、結構な人出だし、ここ柳川は、多くの童謡の作詞を手掛けた北原白秋の生家がありそこ目当ての観光客も多いような気がする。予定を終わらせ、遅めのランチをいただくことに初めての土地だったため、迷ったが、高級そうな門構えのこちらのお店に伺うことにした。早速、ランチサービスメニューの「うなぎ蒲焼定食」１，９５０円を注文一口いただくとタレが甘いこれは、“くどい”のかなと思いながら、食べ進めると結構、あっさり目で、食べ飽きない感じ。比較的ご飯が多めで、十分な満腹感が得られたが、付け合わせの小鉢はイマイチかな。
0,千十,うなぎが苦手な人がいたのでこの店を選び、家族でうなぎのせいろ蒸しなどをいただきました。せいろ蒸しの味は個人的には甘すぎると感じました。店内は座敷に通されたのですが、広さはゆったりしていました。ただ、接客は・・・店員がバタバタと店内を走り回り、注文を確認もしないのでせいろ蒸しが１つ足りない。唐揚げ定食の茶わん蒸しを「後で持ってきます」と言いながら食べ終わっても持ってこない。最後に催促すると「覚えています」と繰り返すばかり。せっかく川下りなどを楽しんだ後だったので残念でした。
0,千十,"私は松花堂ランチ1,000円友達は名物のうなぎのせいろ蒸しを頂いておりました。（一口もらいましたが、けっこう甘目のタレでした。友達は半分くらいで結構お腹いっぱいになっていたようです。私が手伝ってあげました^^）店内はおじさま・おばさまが多かったです。松花堂ランチはちょこちょこといろいろ食べることができ、よかったです☆"
0,うなぎの黒田屋,"「うなぎの黒田屋」は、こちら大橋本店と日田市の豆田店との2店体制。オーナーは、80歳を超えた女性。その方の生家は、久留米市大善寺町黒田の名店「富松うなぎ屋」。やがて親御さんから「富松うなぎ屋」を引継ぎ、戦後の再興に尽くし、その後、名声を得るに至る、中興の祖として活躍された。1972年に「富松うなぎ屋」は妹さんに任せ、ご自身は、福岡市南区和田に「うなぎの黒田屋」を立ち上げられた。「うなぎの黒田屋」の屋号は、「富松うなぎ屋」の所在地の地名「黒田」に由来する。1978年に和田から、現在地の大橋駅前へ移転し、長年お続けになった。2007年頃、腕を骨折して焼きの作業ができなくなったのを機に一線を退かれ、現場を後進へ託された。新体制移行直後はお店が少々辛辣な評価をうけるご苦労もあったようだが、年月を経て、現在の大橋駅前の「うなぎの黒田屋」は、再び円熟期を迎えているようにお見受けする。オーナーは一線を退かれたものの、その後、骨折の治癒とともに、好きな現場での仕事を再開したいとの思いがつのり、一族が所有していた日田市豆田の土地に、大橋駅前の「うなぎの黒田屋」の支店となる「うなぎの黒田屋豆田店」の開設に踏み切られた。その時点で齢70を超えていらっしゃった。2009年に豆田店に伺ったとき、オーナーご自身が、新店で第一線に復帰したものの年齢を鑑みるとあと5年がせいぜいだろう、というようなことを仰った。それを思い出して、このたび訪問した大橋本店の店員さんにお尋ねすると、あれから10年経つ今でも、オーナーは豆田店の焼き場に立ち続けていらっしゃるそうだ。いやはや、鉄人だ。（余談だが、1978年に大橋駅前へ移転した後の和田の空き店舗は、居抜き開業希望者に「うなぎの黒田屋」の屋号も使わせてやったとおっしゃる。今では考えられない大らかな話だ。和田の新しい「うなぎの黒田屋」のほうも、その後人気を博し、現在も盛業中。同じ屋号のお店が同じ区内で並存し紛らわしくなってしまっているが、大橋駅前の「うなぎの黒田屋」とは一応無関係であることは知っておきたい。）このたび大橋本店を訪ねたのは8年ぶり。二人の同行者は各々「うなぎの塩焼定食（上）」（3,000円）、「うなぎの蒲焼定食」（3,000円）を、自分は「せいろ蒸し（上）」（2,900円）を注文。それぞれに、きも吸いと香物が、定食にはご飯が付く。注文してから提供されるまでの20分強の調理中は、無料提供される骨せんべいをつまんだり、お茶をすすったりしてのんびりと過ごす。いまでは二階の入れ込みの座敷も、座卓が減らされ、足腰が楽な椅子席のほうが多くなっており、ありがたい。こちらのうなぎは、背開き。タレの味は、オーナーが1972年に「うなぎの黒田屋」を開業するにあたり、それまでの「富松うなぎ屋」のタレよりも少し辛口に調整なさったというもの。筑後久留米の「富松うなぎ屋」へ筑前福岡から来店していた顧客の意見の趨勢から、同一県内であっても味覚の地域性の違いを見出し、それは味に反映させるべきだとお考えになったそうだ。全国的な視点では九州は甘いの一言で括られてしまいがちだが、実はその中でもこのように細かく最適化が図られている。自分がいただいたせいろ蒸しは、とくに筑後地方で好まれる料理法。うなぎを焼いてからごはんに載せ蒸したものだろう。このごはんにも予めタレが絡んでいるようだ。うなぎの炭焼の香ばしさやサックリ感などは塩焼や蒲焼のほうが上かもしれないが、だからといってせいろ蒸しでそれらが完全に失われるのかというとそうでもなく、けっこう楽しめる。一方で、せいろ蒸しにはせいろ蒸しならではの大きな魅力が加わる。うなぎの軽やかなふっくら感、ホクホク感は秀逸。うなぎ本体のくどい脂っ気は程よく抜け、抜けた分は無駄にせずご飯に染みて旨みを供給し、絶妙な均衡が得られている。そして、最後まで熱々。蒲焼もうな重もうな丼も好きだが、せいろ蒸しならではの魅力は捨てがたく、せいろ蒸しが選択肢にあるお店では、大抵せいろ蒸しを選びたくなってしまう。うなぎの価格高騰の影響をうけて、こちらでも以前よりうなぎ料理の価格は上がっている。それでも同業他店と比較すると控えめなほうだろう。そして上級メニューであってもごはんがうなぎで覆いきれず露出が多いとか、錦糸卵の下にはうなぎが無いとかいうような同業他店で経験したことがある世知辛さもない。気前よく、全面ぎっしりと、隙間なくうなぎが敷き詰められていた。経営努力が伝わってくる。思い起こせば、自分がうなぎ専門店で生まれて初めてうなぎをいただきうなぎのおいしさを知ったのは、子供だった1973年か1974年、移転前の和田時代の「うなぎの黒田屋」だった。もし高級路線を求めるならば話は別かもしれないが、自分にとっては、今でも庶民のたまの贅沢気分に応えて満足感をしっかりと与えてくれる頼もしい存在であることは変わらない。"
0,うなぎの黒田屋,"久留米でムチャ贅沢なランチをいただき、酔っぱらったまま大橋駅へ。なんでも近くに美味しいうなぎ屋さんがあるとのこと。身内と2人で行った先は、「うなぎの黒田屋」さん。既にランチ時間を過ぎたアイドリングタイム。1Fのお店は閉まってましたが、2F部分は営業してました。若い女性店員さんに案内され、テーブル席に座ります。なんとなく、うなぎ屋さんとしては大衆っぽい、カジュアルな雰囲気のお店です。まず、うなぎの骨せんべいが出されました。こういったサービスは嬉しいですね。(#^^#)先ほどまで、たいがい飲んでましたが、こちらでも日本酒をお願いします。（しかも、酒は2合ずつを数本。）最初に「うざく」からいってみます。当然、細切りされた鰻なんですが、芳ばしくハリのある鰻です。続いて塩焼きをお願いします。やはり、皮目がパリッとした芳ばしい焼き方。食感もどちらかと言えば軽やか。酒のつまみに最高です。気がつけば2人で2尾いただいてました。(#^^#)お昼のお寿司からの流れで、お腹もいい具合、〆にセイロ蒸しを1つ頼みシェアすることに。鰻の皮パリ食感はここでも健在。セイロ蒸しで時々あるような”べしゃっと感”もなく、美味しい。(´▽｀)肝吸いは2つ頼みましたが、こちらは標準的な仕上がり。1店めをごちそうされたので、今回はこちらもちで。お会計は2人で12,500円。（酒代がかなり占めてると思います。）次の給料まで月も変わってないのにどうしよう・・・・？でも、たまにはいいですよネ！（自分に対して、きっぱり！）ごちそうさま。"
0,うなぎの黒田屋,"日曜のお昼頃、大橋駅周辺に行っていた女房が、黒田屋さんの店の前を通りかかり、匂いに釣られて「せいろ蒸し」の弁当を買ってきました。正月なので、でしょうか、普段は食べることがない「せいろ蒸し」の上2,900円という高級品(?)です。並は、2,250円ですので、大盤振舞いです。袋入りのインスタントの粉の吸い物と、アルミ箔に包んだ漬物が付いてきます。スチロールの容器は小さめですが、ギッシリと詰まっています。普通は、錦糸玉子の下にはウナギは無いのですが、この「上」は、ウナギの上に錦糸玉子が載っているという、嬉しい弁当です。買ってから１時間以上経っていましたが、まだ、ほんのりと温かいので、チンせずにそのままいただく事にしました。やはり、せいろ蒸しは、九州人の私にとっては、好ましい食べ物です。美味しいのですが、お店で食べる出来立てのせいろ蒸しに比べると、味は３割減となります。１つ食べるとお腹いっぱいになりました。時間があるなら、お店で食べたいですね。"
0,うなぎの黒田屋,価格：うなぎ蒲焼定食（並）１６００円、せいろ蒸し（上）２０００円焼酎ボトル１８００円、イカソーメン４５０円合計５８５０円です料理と内容：夏バテ防止のうなぎちゃん♪嫁と二人で行ってきました若い女性の店員さんにお座敷に案内されこじんまり、大衆っぽい、敷居の高くない雰囲気１９時過ぎでしたが、比較的お客さんの数は穏やかカップルや家族連れ、気軽な感じ体を冷やしたくないという理由で焼酎の芋ボトルをお湯割りセットでうなぎの骨と一緒に焼酎が来ました飲まなくても、うなぎの骨は出てきます焼酎のおつまみはイカソーメンイカソーメン用のたれは付いていましたがテーブルの醤油で味わいますイカをコリコリと次は、骨をポリポリと塩加減は、控えめで良しっうなぎは私が、せいろ蒸しの上嫁は、蒲焼定食の並違いを聞いたら上の方が、うなぎが３～4枚多いとの事待つ事、１５分～２０分前後せいろ蒸しに合わせている様でどちらも一緒に来ました欲張りさんは、量の多い、上が良いでしょうが蒲焼定食の方のうなぎの量は、充分じゃないですか～ご飯は、おひつに入って来ますせいろの方も枠いっぱいにうなぎがではではうなぎは、ふわふわもちろん、臭みなんかはありませんたれは、濃くもなく、うなぎの味を邪魔しない様な配慮照りを見ると、少しみりん、砂糖が多いかなせいろは、ご飯が熱々で食せますよね～熱々が、とっても良いのですがご飯のべったり感が出ていますちょい残念はふはふ言って後半も、たれが重くなりません量加減も良く、お腹一杯最後に：・ご飯とお漬物は、おかわり無料ですうなぎの黒田屋さんご馳走様でした！
0,うなぎの黒田屋,この日もしこたま暑苦しい日でした食べログを見てると鰻の蒸籠蒸し食べてる方のレビューがやけに旨そうで、そのまま現在地検索して鰻を食べに来ました(*^ω^)本当はもう少し近い場所に一件あるんですが、そこは前行って美味しくなかったので、二番目に近いここにしました店名的に、黒田屋やろ？って思ってましたが、どうもあの黒田屋とは関係無いみたいですね(・３・)張り紙にも、うちは大分の店舗と大橋駅前と二店舗だけです！って書いてありました注文は蒸籠蒸しとビールでε=ヽ(*･ω･)ﾉうん(*^^*)お上品で美味しいです今回は並みにしましたが、詰もあっさりで、鰻は養殖ですが、そこまで太ってないので、やはりあっさりしてますよなので、並みじゃすこし鰻が弱かったかな？今度は上の方にしてみます(*^^*)おそらく、上だとさらに評価は上がるはずですねごちそうさまでした！
0,うなぎの黒田屋,お目当ての鰻屋さんが貸切で入れずタクシーの運転手さんの店にいつもは蒲焼と決めているのですが今回はオススメのせいろ蒸しに挑戦ご飯にタレがしみてうまいうなぎも脂が抜けてしまっているのではと心配しましたがうまい意外と食べログの評価で騙される事が多いのですがこのお店はまた来たいお店の一つになりました。
0,うなぎの黒田屋,久しぶりにうなぎが食べたいという妻のリクエスト、そこで大橋駅のすぐそばにある「うなぎの黒田屋」さんに夫婦でお邪魔してみました。お店はランチ時とあって美味しいウナギを食べに来られた皆様で賑わってました。メニューの中からウナギ丼を注文してみましたがご飯が最初からタレで少し煮込まれたご飯と白ごはんが選べるシステムになってました。私は白御飯、妻は煮込みご飯を選んで注文です。九州らしくちょっと濃いめのタレがかけられたうなぎは柔らかく焼き上げてあってとても美味しかったですよ。
0,うなぎの黒田屋,西鉄大橋駅前のうなぎ屋さん。バスのロータリーを右に見ながら駅から徒歩20秒くらいで着きます。大橋駅でお腹が減って、さてどこへ入ろうかと迷っていたとき、遅めのランチでしたが、開いていてくれたので助かりました。入口は1階ですが、入ってすぐ2階へ上がります。うなぎは香ばしくて、美味しかったです。店内には小澤征爾さんや小久保裕紀さんの色紙もありました。席は、座敷と、畳の上に椅子を置いたタイプの2種類がありました。
0,うなぎの黒田屋,ちょっと遅れましたが、土用の鰻です。日曜の夕方は笑点を見ながら晩飯なので、持ち帰りの予約をしておきました。予約の時間ちょっと前に行くとまだ出来上がっておらず、少し待たされました。ギリギリの時間に仕上げることで熱々を食べられるようになのか、他にも数組持ち帰りが居たようなので混んでいて間に合わなかったのかは分かりませんが。うなぎ丼上2人前で4500円。調べておいたお値段よりもちょっとお高いですが、予約の電話の時に確認していなかったので、こんなものかと納得。帰りの道中もいい香りが漂います。包みを開けてみると、うな丼が2つに漬物とインスタントのお吸い物。これならお店で食べたほうが良かったかもしれませんが、しっかりした鰻が乗ったうなぎ丼を堪能出来ました。お店の雰囲気も良さそうだったので、次の機会（来年？）には是非お店を訪れたいですね。
0,うなぎの黒田屋,土用の丑の日より少し早いですが鰻の黒田屋さんへ。１８時前に着いたので待たずに入れました。せいろ蒸しやうなぎ蒲焼定食などありましたが、うなぎ丼を注文。鰻はこの数年高騰となっているので、価格は今後はわかりませんが、現在の価格はうなぎ丼（上）2250円、うなぎ丼（並）1700円でした。ごはんはタレ入りか白ごはんか選択でき、タレ好きとしてはもちろんタレ入りで。タレはほどよく絡まっていて、追加したいときは卓上に用意されています。鰻も柔らかく、美味しかったです。ごはんはおかわりも出来るようでした。最初に鰻の骨せんべいを出してくださったので待ち時間も気にならならず。駐車券を、食事した人には1時間分、持ち帰りの方には30分いただけます。お店の方もすごく感じよく、また気軽に伺いたいです♪鰻で夏バテ知らずのはず！
0,うなぎの黒田屋,此方のお店も良く行きますが、投稿は初めてです。３５年位前に行ったのが初めてで、独身の頃から何度も言っています。大橋駅の横にあります、駐車場は横の大橋パーキングに入れれば駐車無料券もらえます。のれんをくぐって１階のカウンターと小上がりが２テーブル２階も座敷があります。（最近は奥さんと行くのでもっぱら１階です）私はかば焼きが大好きなので上蒲焼定食にビール、奥さんは柳川出身なのでせいろしか食べません、せいろ蒸し定食にうざくを注文たれは甘めで、粉山椒をかけて食べるのが大好きです。ごはんはおひつに入ってきて、食べ放題です。高菜漬けもおかわり出来ますが、うなぎおかずに食べたら漬けものはそこそこで良い感じですが、かなり美味しいですよ。
